설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
서귀포 치유의 숲,힐링센타 D동 2층    (삼나무체험실),제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.300807,126.5279042,2019-08-31
서귀포 치유의 숲,힐링센타 D동 2층   (프로그램운영실),제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.300807,126.5279042,2019-08-31
서귀포 치유의 숲,힐링하우스 1동,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.292265,126.527589,2019-08-31
서귀포 치유의 숲,힐링하우스 2동,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.292265,126.527589,2019-08-31
서귀포 치유의 숲,힐링하우스  3동,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.292265,126.527589,2019-08-31
서귀포 치유의 숲,힐링하우스  4동,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.292265,126.527589,2019-08-31
서귀포 치유의 숲,화장실  옥상   -  동,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.300535,126.521265,2019-08-31
서귀포 치유의 숲,화장실  옥상  - 북서,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.300535,126.521265,2019-08-31
서귀포 치유의 숲,방문자센타 옥상 - 남,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.29193935,126.527954,2019-08-31
서귀포 치유의 숲,방문자센타 옥상 - 남서,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.29193935,126.527954,2019-08-31
서귀포 치유의 숲,방문자센타 옥상 - 북,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.29193935,126.527954,2019-08-31
서귀포 치유의 숲,방문자센타 중앙 홀,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.29193935,126.527954,2019-08-31
서귀포 치유의 숲,방문자센타   차롱'' 쉼터  내,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.29193935,126.527954,2019-08-31
서귀포 치유의 숲,힐링하우스  5동,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.291886,126.527176,2019-08-31
서귀포 치유의 숲,힐링하우스 6동,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.291886,126.527176,2019-08-31
서귀포 치유의 숲,힐링하우스 7동,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,제주특별자치도,064-710-2352,33.291886,126.527176,2019-08-31
남원읍 공영주차장,클린하우스 전기인입 IP주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 남원읍 남원리 84-2,,제주특별자치도,064-710-2352,33.278881,126.721555,2019-08-31
남원읍사무소,CCTV 폴대,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 남원읍 태위로 695,,제주특별자치도,064-710-2352,33.279918,126.720179,2019-08-31
서귀포 자기주도학습지원센터,건물외벽,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 동홍중앙로7번길 19,제주특별자치도 서귀포시 동홍동 402-3,제주특별자치도,064-710-2352,33.251266,126.570292,2019-08-31
성산일출봉,화장실 외벽,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 성산읍 일출로 284-6,제주특별자치도 서귀포시 성산읍 성산리 114-3,제주특별자치도,064-710-2352,33.461341,126.935661,2019-08-31
보목하수처리장,건물외벽-동,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 보목로64번길 155,제주특별자치도 서귀포시 보목동 1411-1,제주특별자치도,064-710-2352,33.242749,126.591595,2019-08-31
보목하수처리장,현관 비가림 위-서,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 보목로64번길 155,제주특별자치도 서귀포시 보목동 1411-1,제주특별자치도,064-710-2352,33.242845,126.591338,2019-08-31
안덕면사무소,아크릴외벽기둥-남,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 안덕면 화순서서로 74,제주특별자치도 서귀포시 안덕면 화순리 1961-1,제주특별자치도,064-710-2352,33.257496,126.330891,2019-08-31
안덕면사무소,아크릴외벽기둥-북,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 안덕면 화순서서로 74,제주특별자치도 서귀포시 안덕면 화순리 1961-1,제주특별자치도,064-710-2352,33.257496,126.330891,2019-08-31
한우명품관,건물외벽,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 일주동로 8421,제주특별자치도 서귀포시 토평동 262-1,제주특별자치도,064-710-2352,33.257257,126.588521,2019-08-31
GS25 대포점,전기인입 IP주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 이어도로 129,제주특별자치도 서귀포시 대포동 2411-1,제주특별자치도,064-710-2352,33.239244,126.436472,2019-08-31
중문랜드,현수막 지지대,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 소보리당로164번길 62,제주특별자치도 서귀포시 상예동 2802,제주특별자치도,064-710-2352,33.264255,126.385356,2019-08-31
대정감협 인근 공영주차장,전기인입 IP 주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 대정읍 하모리 964-2,,제주특별자치도,064-710-2352,33.222909,126.251956,2019-08-31
퐁낭 작은 도서관 앞 공영주차장,전기인입 IP 주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 동홍동 470-1,,제주특별자치도,064-710-2352,33.255512,126.572189,2019-08-31
서귀포성당 뒤 주차장,한전주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 서귀동 600-3,,제주특별자치도,064-710-2352,33.243646,126.562869,2019-08-31
우리은행 서귀포점 인근 공영주차장,1층 주차장 천정,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 서귀동 291-2,,제주특별자치도,064-710-2352,33.250041,126.562044,2019-08-31
성산읍 공영주차장,전기인입 IP주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 성산읍 고성리 327-1,,제주특별자치도,064-710-2352,33.448613,126.916977,2019-08-31
안덕우체국 뒤 주차장,전기인입 IP주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 안덕면 화순리 1072,,제주특별자치도,064-710-2352,33.24616,126.335477,2019-08-31
회수사거리,KT IP주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 회수동 788-2,,제주특별자치도,064-710-2352,33.263175,126.442645,2019-08-31
서귀포시 자기주도학습지원센터,1층 로비,제주특별자치도,서귀포시,관공서,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 동홍중앙로7번길 19,제주특별자치도 서귀포시 동홍동 402-3,제주특별자치도,064-710-2352,33.251266,126.570292,2019-08-31
서귀포시 자기주도학습지원센터,2층 로비,제주특별자치도,서귀포시,관공서,KT,Jeju Free WiFI,Nov-17,제주특별자치도 서귀포시 동홍중앙로7번길 19,제주특별자치도 서귀포시 동홍동 402-3,제주특별자치도,064-710-2352,33.251266,126.570292,2019-08-31
제주세계자연유산센터,옥상 주차장방향,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 조천읍 선교로 569-36,,제주특별자치도,064-710-2352,33.4570307,126.7142999,2019-08-31
제주세계자연유산센터,옥상 거문오름탐방로 방향,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 조천읍 선교로 569-36,,제주특별자치도,064-710-2352,33.4570307,126.7142999,2019-08-31
제주세계자연유산센터,옥상 탐방안내소 방향,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 조천읍 선교로 569-36,,제주특별자치도,064-710-2352,33.4570307,126.7142999,2019-08-31
갓전시관,1F 천정,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 조천읍 남조로 1904,,제주특별자치도,064-710-2352,33.4371586,126.6707855,2019-08-31
갓전시관,2F 천정,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 조천읍 남조로 1904,,제주특별자치도,064-710-2352,33.4371586,126.6707855,2019-08-31
메이즈랜드,출입구 좌측돌하르방 뒤 주차장방향,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 구좌읍 비자림로 2134-47,,제주특별자치도,064-710-2352,33.488752,126.8009299,2019-08-31
메이즈랜드,출입구 좌측돌하르방 뒤 탐방로방향,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 구좌읍 비자림로 2134-47,,제주특별자치도,064-710-2352,33.488752,126.8009299,2019-08-31
용담해안 카페촌거리,IP주상단 해안도로 동쪽,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 서해안로 516,,제주특별자치도,064-710-2352,33.5197986,126.4941757,2019-08-31
용담해안 카페촌거리,IP주상단 해안도로 서쪽,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 서해안로 516,,제주특별자치도,064-710-2352,33.5197986,126.4941757,2019-08-31
제주의료원 부속 요양병원,신축동 1층 314호 앞 천정,제주특별자치도,제주시,편의시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 산천단남길 10,,제주특별자치도,064-710-2352,33.4452709,126.5601453,2019-08-31
제주의료원 부속 요양병원,신축동 1층 317호 앞 천정,제주특별자치도,제주시,편의시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 산천단남길 10,,제주특별자치도,064-710-2352,33.4452709,126.5601453,2019-08-31
제주의료원 부속 요양병원,신축동 1층 314호 앞 천정,제주특별자치도,제주시,편의시설,KT,Jeju Free WiFI,Mar-18,제주특별자치도 제주시 산천단남길 10,,제주특별자치도,064-710-2352,33.4452709,126.5601453,2019-08-31
제주의료원 부속 요양병원,신축동 2층 324호 앞 천정,제주특별자치도,제주시,편의시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 산천단남길 10,,제주특별자치도,064-710-2352,33.4452709,126.5601453,2019-08-31
제주의료원 부속 요양병원,신축동 2층 327호 앞 천정,제주특별자치도,제주시,편의시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 산천단남길 10,,제주특별자치도,064-710-2352,33.4452709,126.5601453,2019-08-31
제주의료원 부속 요양병원,신축동 2층 324호 앞 천정,제주특별자치도,제주시,편의시설,KT,Jeju Free WiFI,Mar-18,제주특별자치도 제주시 산천단남길 10,,제주특별자치도,064-710-2352,33.4452709,126.5601453,2019-08-31
건입동주민센터,IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 만덕로 18,,제주특별자치도,064-710-2352,33.5150116,126.5315988,2019-08-31
환경성질환예방관리센터,태양열구조물기둥 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 구좌읍 다랑쉬북로 68-92,제주특별자치도 제주시 구좌읍 평대리 2981,제주특별자치도,064-710-2352,33.4867212,126.8101566,2019-08-31
절물자연휴양림,IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 명림로 584,,제주특별자치도,064-710-2352,33.4393726,126.6284479,2019-08-31
아라동주민센터,CCTV 폴 중단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 중앙로 527,,제주특별자치도,064-710-2352,33.4763055,126.5450535,2019-08-31
제주대학교 병원,IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 아란13길 15,제주특별자치도 제주시 아라동 1753-3,제주특별자치도,064-710-2352,33.4670429,126.5457558,2019-08-31
제주시자치경찰단,울타리 기둥 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 기자길 7,제주특별자치도 제주시 아라2동 1371-2,제주특별자치도,064-710-2352,33.4850238,126.5442901,2019-08-31
애월도서관,충전소 옆 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 애월읍 일주서로 6339,제주특별자치도 제주시 애월읍 고내리 1364,제주특별자치도,064-710-2352,33.4633212,126.3314033,2019-08-31
애월읍사무소,읍사무소 동쪽 옥상,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 애월읍 일주서로 6322,제주특별자치도 제주시 애월읍 애월리 240,제주특별자치도,064-710-2352,33.4620933,126.3290605,2019-08-31
제주농업기술센터,충전소 옆 가로등 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 애월읍 상귀길 173,제주특별자치도 제주시 애월읍 상귀리 750,제주특별자치도,064-710-2352,33.4592643,126.403769,2019-08-31
보건환경연구원,충전소 뒤 변전실 울타리 기둥 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 삼동길 41,제주특별자치도 제주시 연동 1452-1,제주특별자치도,064-710-2352,33.4798486,126.4951395,2019-08-31
설문대여성문화센터,전기차 충전소 전기IP주에 함체 신설,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 선덕로8길 12,제주특별자치도 제주시 연동 324-10,제주특별자치도,064-710-2352,33.4844207,126.500595,2019-08-31
제주도의회,전기차 충전소 전기IP주에 함체 신설,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 문연로 13,제주특별자치도 제주시 연동 311-45,제주특별자치도,064-710-2352,33.4903182,126.4992861,2019-08-31
외도동주민센터,충전소 옆 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 일주서로 7350,,제주특별자치도,064-710-2352,33.4929556,126.4322517,2019-08-31
롯데리아 제주외도 DT,전기 IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 일주서로 7335,제주특별자치도 제주시 외도2동 343-9,제주특별자치도,064-710-2352,33.4932203,126.4307319,2019-08-31
용담2동주민센터,전기 IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 흥운길 27,,제주특별자치도,064-710-2352,33.5115829,126.5118008,2019-08-31
제주공항 입구 공영주차장,전기 IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 다호북길 7,제주특별자치도 제주시 용담2동 1611-2,제주특별자치도,064-710-2352,33.5032794,126.4956639,2019-08-31
제주보건소,전기 IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 연삼로 264,,제주특별자치도,064-710-2352,33.4917032,126.5202864,2019-08-31
제주시청,전기자동차 충전소 옆 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 동광로6길 22,제주특별자치도 제주시 이도 2동 1176-1,제주특별자치도,064-710-2352,33.500061,126.531351,2019-08-31
제주시청,제주시청 직장어린이집 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 동광로6길 22,제주특별자치도 제주시 이도 2동 1176-1,제주특별자치도,064-710-2352,33.500227,126.532707,2019-08-31
일도이동공영주차장,2층 취미실 내 샤워장 외벽에 함체 신설,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 일도2동 488-2,,제주특별자치도,064-710-2352,33.5105735,126.5438387,2019-08-31
성판악휴게소,전주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 조천읍 교래리 산137-2,,제주특별자치도,064-710-2352,33.3921505,126.6048973,2019-08-31
조천119센터,건물 외벽,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 조천읍 신북로 337,,제주특별자치도,064-710-2352,33.5410941,126.6469034,2019-08-31
조천읍사무소,우측 입구 기둥,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 조천읍 신북로 194,,제주특별자치도,064-710-2352,33.5345995,126.6342946,2019-08-31
조천체육관,입구 우측 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 조천읍 조천18길 11-1,제주특별자치도 제주시 조천읍 조천리 1176-1,제주특별자치도,064-710-2352,33.5397165,126.6439447,2019-08-31
GS25 너울빌리지점,전기 IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 한경면 일주서로 4469,제주특별자치도 제주시 한경면 금등리 646-3,제주특별자치도,064-710-2352,33.3626917,126.193708,2019-08-31
한경119센터,건물 좌측 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 한경면 일주서로 4218,,제주특별자치도,064-710-2352,33.3426894,126.1829494,2019-08-31
해양경비안전센터(고산출장소),출입구 우측 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 한경면 노을해안로 1145,,제주특별자치도,064-710-2352,33.3081601,126.164197,2019-08-31
김창열미술관,충전소 우측 가로등 중단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 한림읍 용금로 883-5,,제주특별자치도,064-710-2352,33.3389037,126.2682351,2019-08-31
한림읍사무소,충전소 뒤 우측 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 한림읍 한림상로 132,제주특별자치도 제주시 한림읍 한림리 919,제주특별자치도,064-710-2352,33.4103346,126.2672798,2019-08-31
애월119센터,건물 우측 기둥 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 애월읍 일주서로 6513,,제주특별자치도,064-710-2352,33.4666589,126.3488567,2019-08-31
제주종합경기장,체육회관 옥상 남동,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 서광로2길 24,제주특별자치도 제주시 오라1동 1137,제주특별자치도,064-710-2352,33.4957815,126.5158052,2019-08-31
제주종합경기장,체육회관 옥상 북동,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 서광로2길 24,제주특별자치도 제주시 오라1동 1137,제주특별자치도,064-710-2352,33.4957815,126.5158052,2019-08-31
세화오일장,충전소 옆 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,제주특별자치도 제주시 구좌읍 세화리 1500-41,제주특별자치도,064-710-2352,33.5251487,126.8563899,2019-08-31
제주민속오일시장,충전소 옆 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 오일장서길 26(도두일동),,제주특별자치도,064-710-2352,33.4965963,126.4746681,2019-08-31
삼양주민센터,충전소 옆 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 지석13길,제주특별자치도 제주시 삼양2동 2136-9,제주특별자치도,064-710-2352,33.5218396,126.5857081,2019-08-31
한국폴리텍대학 제주캠퍼스,충전소 옆 울타리 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 산천단동3길 2(아라일동),,제주특별자치도,064-710-2352,33.4476036,126.5614469,2019-08-31
한라도서관,충전소 옆 전기IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 오남로 221,제주특별자치도 제주시 오라2동 899-3,제주특별자치도,064-710-2352,33.4763664,126.516046,2019-08-31
외도구획정리지구,충전소 옆 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 외도1동 482-1,,제주특별자치도,064-710-2352,33.4899087,126.432638,2019-08-31
삼성혈 인근 공영주차장,충전소 옆 전기IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 이도1동 1293-1,,제주특별자치도,064-710-2352,33.5046445,126.5303835,2019-08-31
영락교회 인근 공영주차장,충전소 옆 전기IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 일도2동 488-1,,제주특별자치도,064-710-2352,33.5106341,126.5442435,2019-08-31
한림공원 인근 공영주차장,충전소 옆 가로등 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 한림읍 금능리 2018,,제주특별자치도,064-710-2352,33.3908391,126.2376564,2019-08-31
고산동산(아라방면) (제주지방법원(아라방면)방면),제주도통합분전함 옆 전기 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 중앙로 274,,제주특별자치도,064-710-2352,33.4957945,126.5323409,2019-08-31
고산동산(광양방면) (제주시청(광양방면)방면),제주도통합분전함 옆 전기 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 중앙로 274,,제주특별자치도,064-710-2352,33.4957945,126.5323409,2019-08-31
제주지방법원(광양방면) (고산동산(광양방면)방면),제주도 통합분전함 옆 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 중앙로 312,,제주특별자치도,064-710-2352,33.493073,126.5349585,2019-08-31
제주지방법원(아라방면) (제주중앙여자고등학교(아라방면)방면),제주도 통합분전함 옆 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 중앙로 312,,제주특별자치도,064-710-2352,33.493073,126.5349585,2019-08-31
제주여자중고등학교(아라방면) (남국원(아라방면)방면),본가 옆 재난감시(하천감시)CCTV 옆 ip주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-17,제주특별자치도 제주시 간월동로 6,,제주특별자치도,064-710-2352,33.4850323,126.5435562,2019-08-31
운진항,여객선 대합실 홀 천정,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도,064-710-2352,33.210076,126.258551,2019-08-31
운진항,여객선 대합실 건물옥상 - 동,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도,064-710-2352,33.210076,126.258551,2019-08-31
운진항,여객선 대합실 건물옥상 - 남서,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도,064-710-2352,33.210076,126.258551,2019-08-31
운진항,여객선 대합실 건물옥상 - 서,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도,064-710-2352,33.210076,126.258551,2019-08-31
운진항,여객선 대합실 건물옥상 - 남동(선착장방향),제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도,064-710-2352,33.210076,126.258551,2019-08-31
성산포항,주차장 2층 난간-동,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 성산읍 성산등용로 112-7,제주특별자치도 서귀포시 성산읍 성산리 347-9,제주특별자치도,064-710-2352,33.472483,126.933529,2019-08-31
성산포항,주차장 2층 난간-북,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 성산읍 성산등용로 112-7,제주특별자치도 서귀포시 성산읍 성산리 347-9,제주특별자치도,064-710-2352,33.472483,126.933529,2019-08-31
성산포항,주차장 2층 난간-동북,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 성산읍 성산등용로 112-7,제주특별자치도 서귀포시 성산읍 성산리 347-9,제주특별자치도,064-710-2352,33.472483,126.933529,2019-08-31
아랑조을거리 공영주차장,매표소 비가림 기둥 -동,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 서귀동 312-6,,제주특별자치도,064-710-2352,33.247744,126.5603,2019-08-31
아랑조을거리 공영주차장,매표소 비가림 기둥-북,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Dec-17,제주특별자치도 서귀포시 서귀동 312-6,,제주특별자치도,064-710-2352,33.247744,126.5603,2019-08-31
