연도,학제,학교 세부 유형,고등학교유형,시도,교육지원청,행정구,학교명,본분교,학교상태,설립,남여공학,우편번호,도로명주소,연락처,팩스번호,홈페이지
2019,유치원,,유치원,제주,서귀포시,서귀포시,안덕초등학교병설유치원,본교,기존(원)교,공립,,63530 ,제주특별자치도 서귀포시 안덕면 화순로56번길 32 (안덕면.안덕초등학교병설유치원),064-794-0956,064-792-0408,http://andeok.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,예래초등학교병설유치원,본교,기존(원)교,공립,,63537 ,제주특별자치도 서귀포시 예래로 210-14 (상예동.예래초등학교병설유치원),064-738-2589,064-738-4240,http://yerae.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,온평초등학교병설유치원,본교,기존(원)교,공립,,63633 ,제주특별자치도 서귀포시 성산읍 일주동로 4740 (성산읍).온평초등학교병설유치원,064-780-2717,064-780-2777,http://www.onpyung.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,위미초등학교병설유치원,본교,기존(원)교,공립,,63611 ,제주특별자치도 서귀포시 남원읍 태위로 57 (남원읍.위미초등학교병설유치원),064-760-0230,064-760-0250,http://wimi.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,의귀초등학교병설유치원,본교,기존(원)교,공립,,63618 ,제주특별자치도 서귀포시 남원읍 한신로 213 (남원읍.의귀초등학교병설유치원),064-780-9990,064-780-9999,http://euigwi.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,창천초등학교병설유치원,본교,기존(원)교,공립,,63532 ,제주특별자치도 서귀포시 안덕면 창천중앙로 13 (안덕면. 창천초등학교 병설유치원),064-794-1583,064-794-0690,http://changcheon.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,태흥초등학교병설유치원,본교,기존(원)교,공립,,63617 ,제주특별자치도 서귀포시 남원읍 태위로 915 태흥초등학교,064-764-5818,064-764-0818,http://taeheung.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,토산초등학교병설유치원,본교,기존(원)교,공립,,63626 ,제주특별자치도 서귀포시 표선면 토산중앙로 68-9 (표선면.토산초등학교병설유치원),064-787-4753,064-787-4181,http://tosan.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,토평초등학교병설유치원,본교,기존(원)교,공립,,63604 ,제주특별자치도 서귀포시 토평남로 86 (토평동.토평초등학교병설유치원),064-762-0506,064-732-0522,http://topyeong.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,표선초등학교병설유치원,본교,기존(원)교,공립,,63629 ,제주특별자치도 서귀포시 표선면 표선동서로 293 (표선면. 표선초등학교병설유치원),064-787-4476,064-787-3872,http://pyoseon.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,풍천초등학교병설유치원,본교,기존(원)교,공립,,63637 ,제주특별자치도 서귀포시 성산읍 풍천로 18 . 풍천초등학교병설유치원 (성산읍. 풍천초등학교),064-786-5698,064-786-5697,http://pungcheon.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,하례초등학교병설유치원,본교,기존(원)교,공립,,63613 ,제주특별자치도 서귀포시 남원읍 일주동로 8002 (남원읍.하례초등학교병설유치원),064-760-5607,064-760-5699,http://harye.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,하원초등학교병설유치원,본교,기존(원)교,공립,,63542 ,제주특별자치도 서귀포시 월평하원로 149 (하원동.하원초등학교병설유치원),064-738-1553,064-738-1555,http://jjhawon.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,효돈초등학교병설유치원,본교,기존(원)교,공립,,63606 ,제주특별자치도 서귀포시 효돈로 161 (신효동.효돈초등학교병설유치원),064-767-0471,064-767-1794,http://hyodon.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,흥산초등학교병설유치원,본교,기존(원)교,공립,,63616 ,제주특별자치도 서귀포시 남원읍 일주동로 6642 (남원읍.흥산초등학교병설유치원),064-730-2820,064-730-2888,http://heungsan.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,한마음초등학교병설유치원,본교,기존(원)교,공립,,63627 ,제주특별자치도 서귀포시 표선면 한마음초등로 408 (표선면.한마음초등학교병설유치원),064-780-2320,064-787-6215,http://hanmaum.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,남원유치원,본교,기존(원)교,사립,,63621 ,제주특별자치도 서귀포시 남원읍 남한로 27 (남원읍.남원교회),064-764-0040,064-764-9940,http://www.namwoni.co.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,성모유치원,본교,기존(원)교,사립,,23564 ,제주특별자치도 서귀포시 안덕면 화순중앙로12번길 1 (안덕면.성모유치원),064-792-1004,064-792-1034,http://sungmo.kidswonn.com
2019,유치원,,유치원,제주,서귀포시,서귀포시,성신유치원,본교,기존(원)교,사립,,63639 ,제주특별자치도 서귀포시 성산읍 고성오조로 120 (성산읍.성신유치원),064-782-3195,064-784-3196,http://sungsin.kidswon.com
2019,유치원,,유치원,제주,서귀포시,서귀포시,예원유치원,본교,기존(원)교,사립,,63589 ,제주특별자치도 서귀포시 동홍중앙로 28 . 예원유치원 (동홍동),064-762-0063,064-762-0065,http://제주예원유치원.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,해성유치원,본교,기존(원)교,사립,,63585 ,제주특별자치도 서귀포시 중앙로150번길 17 (동홍동. 서귀복자천주교회),064-762-7000,064-732-5444,http://gotjd.kidswon.com
2019,유치원,,유치원,제주,서귀포시,서귀포시,서귀포초등학교병설유치원,본교,기존(원)교,공립,,63596 ,제주특별자치도 서귀포시 솔동산로11번길 17 (서귀동. 서귀포초등학교),064-732-6786,064-733-6710,http://seogwipo.jje.es.kr
2019,유치원,,유치원,제주,서귀포시,서귀포시,중문초등학교병설유치원,본교,기존(원)교,공립,,63545 ,제주특별자치도 서귀포시 천제연로 231 (중문동.중문초등학교병설유치원),064-730-5600,064-730-5693,http://jungmun.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,가마초등학교,본교,기존(원)교,공립,,63625 ,제주특별자치도 서귀포시 표선면 일주동로6285번길 8 . 가마초등학교 (표선면),064-780-9500,064-780-9580,http://gama.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,가파초등학교,본교,기존(원)교,공립,,63514 ,제주특별자치도 서귀포시 대정읍 가파로67번길 45 (대정읍.가파초등학교),064-794-7062,064-794-5764,http://gapa.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,가파초등학교마라분교장,분교장,휴(원)교,공립,,63515 ,제주특별자치도 서귀포시 대정읍 마라로 58 (대정읍.가파초등학교마라분교),064-792-8508,064-792-5190,http://gapa.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,강정초등학교,본교,기존(원)교,공립,,63563 ,제주특별자치도 서귀포시 말질로 188 (강정동. 강정초등학교),064-739-0552,064-739-0662,http://gangjeong.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,남원초등학교,본교,기존(원)교,공립,,63621 ,제주특별자치도 서귀포시 남원읍 태위로 647 (남원읍),064-766-4105,064-766-4194,http://jjnamwon.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,대정초등학교,본교,기존(원)교,공립,,63508 ,제주특별자치도 서귀포시 대정읍 상모대서로 15 (대정읍),064-786-0700,064-786-0760,http://daejung.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,대정서초등학교,본교,기존(원)교,공립,,63506 ,제주특별자치도 서귀포시 대정읍 동일하모로 43 (대정읍),064-794-0782,064-794-0780,http://djseo.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,덕수초등학교,본교,기존(원)교,공립,,63527 ,제주특별자치도 서귀포시 안덕면 덕수서로 10 (안덕면),064-794-6067,064-794-6068,http://deoksu.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,도순초등학교,본교,기존(원)교,공립,,63561 ,제주특별자치도 서귀포시 도순남로 83 (도순동.도순초등학교),064-730-0300,064-739-4261,http://dosun.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,동남초등학교,본교,기존(원)교,공립,,63640 ,제주특별자치도 서귀포시 성산읍 고성오조로 55 . 동남초등학교 (성산읍),064-786-5800,064-786-5899,http://dongnam.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,무릉초등학교,본교,기존(원)교,공립,,63501 ,제주특별자치도 서귀포시 대정읍 서삼중로 106 . 무릉초등학교 (대정읍),064-793-5300,064-792-5303,http://murung.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,법환초등학교,본교,기존(원)교,공립,,63573 ,제주특별자치도 서귀포시 이어도로 879 (법환동. 법환초등학교),064-739-8544,064-739-5229,http://beophwan.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,보목초등학교,본교,기존(원)교,공립,,63599 ,제주특별자치도 서귀포시 마소물로8번길 9 (보목동),064-735-3500,064-735-3501,http://bomok.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,보성초등학교,본교,기존(원)교,공립,,63517 ,제주특별자치도 서귀포시 대정읍 추사로55번길 6-1 (대정읍),064-794-6143,064-794-6144,http://jejuboseong.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,사계초등학교,본교,기존(원)교,공립,,63528 ,제주특별자치도 서귀포시 안덕면 산방로 346 (안덕면),064-795-7100,064-795-7199,http://sagye.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,새서귀초등학교,본교,기존(원)교,공립,,63565 ,제주특별자치도 서귀포시 신서귀로76번길 6-3 (서호동),064-730-0700,064-730-0799,http://saeseogwi.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,서광초등학교,본교,기존(원)교,공립,,63522 ,제주특별자치도 서귀포시 안덕면 중산간서로 1842 (안덕면),064-794-6559,064-794-0941,http://seogwang.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,서귀북초등학교,본교,기존(원)교,공립,,63584 ,제주특별자치도 서귀포시 중앙로 175 (서홍동),064-760-0300,064-760-0303,http://seogwibuk.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,서귀서초등학교,본교,기존(원)교,공립,,63584 ,제주특별자치도 서귀포시 솜반천로 38 (서홍동.서귀서초등학교),064-762-7561,064-762-2384,http://seoguiseo.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,서귀중앙초등학교,본교,기존(원)교,공립,,63590 ,제주특별자치도 서귀포시 동문동로 54 (서귀동. 서귀중앙초등학교),064-733-5441,064-732-5442,http://seogwijoongang.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,서귀포초등학교,본교,기존(원)교,공립,,63596 ,제주특별자치도 서귀포시 솔동산로11번길 17 (서귀동),064-733-5121,064-733-6710,http://seogwipo.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,서호초등학교,본교,기존(원)교,공립,,63569 ,제주특별자치도 서귀포시 호근남로 40 (호근동),064-766-3500,064-766-3599,http://seoho.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,성산초등학교,본교,기존(원)교,공립,,63643 ,제주특별자치도 서귀포시 성산읍 한도로 217 . 성산초등학교 (성산읍),064-786-4000,064-786-4019,http://jjseongsan.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,성읍초등학교,본교,기존(원)교,공립,,63624 ,제주특별자치도 서귀포시 표선면 성읍민속로 65 (표선면. 성읍초등학교),064-780-1800,064-787-4637,http://seongeup.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,수산초등학교,본교,기존(원)교,공립,,63630 ,제주특별자치도 서귀포시 성산읍 수시로 9 (성산읍),064-783-0984,064-783-0983,http://jjsusan.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,시흥초등학교,본교,기존(원)교,공립,,63638 ,제주특별자치도 서귀포시 성산읍 시흥상동로 113 (성산읍),064-782-2807,064-782-1016,http://jjsiheung.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,신례초등학교,본교,기존(원)교,공립,,63608 ,제주특별자치도 서귀포시 남원읍 중산간동로 7116 (남원읍),064-767-2474,064-767-3971,http://shinrye.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,신산초등학교,본교,기존(원)교,공립,,63634 ,제주특별자치도 서귀포시 성산읍 일주동로 5104 (성산읍),064-780-2810,064-780-2888,http://sinsan.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,안덕초등학교,본교,기존(원)교,공립,,63530 ,제주특별자치도 서귀포시 안덕면 화순로56번길 32 (안덕면. 안덕초등학교),064-794-9007,064-792-0408,http://andeok.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,예래초등학교,본교,기존(원)교,공립,,63537 ,제주특별자치도 서귀포시 예래로 210-14 (상예동),064-738-0240,064-738-4240,http://yerae.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,온평초등학교,본교,기존(원)교,공립,,63633 ,제주특별자치도 서귀포시 성산읍 일주동로 4740 (성산읍),064-780-2700,064-780-2777,http://onpyung.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,위미초등학교,본교,기존(원)교,공립,,63611 ,제주특별자치도 서귀포시 남원읍 태위로 57 (남원읍. 위미초등학교),064-760-0230,064-760-0250,http://wimi.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,의귀초등학교,본교,기존(원)교,공립,,63618 ,제주특별자치도 서귀포시 남원읍 한신로 213 (남원읍.의귀초등학교),064-780-9900,064-780-9999,http://euigwi.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,중문초등학교,본교,기존(원)교,공립,,63545 ,제주특별자치도 서귀포시 천제연로 231 (중문동),064-730-5600,064-738-3317,http://jungmun.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,창천초등학교,본교,기존(원)교,공립,,63532 ,제주특별자치도 서귀포시 안덕면 창천중앙로 12 (안덕면),064-794-9906,064-794-0690,http://changcheon.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,태흥초등학교,본교,기존(원)교,공립,,63617 ,제주특별자치도 서귀포시 남원읍 태위로 915 (남원읍. 태흥초등학교),064-764-5774,064-764-6373,http://taeheung.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,토산초등학교,본교,기존(원)교,공립,,63626 ,제주특별자치도 서귀포시 표선면 토산중앙로 68-9 . 토산초등학교 (표선면),064-787-0081,064-787-4181,http://tosan.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,토평초등학교,본교,기존(원)교,공립,,63604 ,제주특별자치도 서귀포시 토평남로 86 (토평동),064-762-2467,064-732-0552,http://topyeong.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,표선초등학교,본교,기존(원)교,공립,,63629 ,제주특별자치도 서귀포시 표선면 표선동서로 293 (표선면),064-787-3011,064-787-3872,http://pyoseon.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,풍천초등학교,본교,기존(원)교,공립,,63637 ,제주특별자치도 서귀포시 성산읍 풍천로 18 (성산읍),064-786-5600,064-786-5697,http://pungcheon.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,하례초등학교,본교,기존(원)교,공립,,63613 ,제주특별자치도 서귀포시 남원읍 일주동로 8002 . 하례초등학교 (남원읍),064-760-5600,064-760-5699,http://harye.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,하원초등학교,본교,기존(원)교,공립,,63542 ,제주특별자치도 서귀포시 월평하원로 149 (하원동.하원초등학교),064-738-0555,064-738-1555,http://jjhawon.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,효돈초등학교,본교,기존(원)교,공립,,63606 ,제주특별자치도 서귀포시 효돈로 161 (신효동),064-767-1795,064-767-1794,http://hyodon.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,흥산초등학교,본교,기존(원)교,공립,,63616 ,제주특별자치도 서귀포시 남원읍 일주동로 6642 . 흥산초등학교 (남원읍),064-730-2800,064-730-2888,http://heungsan.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,동홍초등학교,본교,기존(원)교,공립,,63586 ,제주특별자치도 서귀포시 동홍북로 17 (동홍동),064-730-7500,064-763-0434,http://donghong.jje.es.kr
2019,초등학교,,초등학교,제주,서귀포시,서귀포시,한마음초등학교,본교,기존(원)교,공립,,63627 ,제주특별자치도 서귀포시 표선면 한마음초등로 408 (표선면. 한마음초등학교),064-780-2300,064-787-6215,http://hanmaum.jje.es.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,남원중학교,본교,기존(원)교,공립,남여공학,63621 ,제주특별자치도 서귀포시 남원읍 남한로 36 (남원읍),064-766-7500,064-764-4005,http://namwon.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,대정중학교,본교,기존(원)교,공립,남여공학,63513 ,제주특별자치도 서귀포시 대정읍 비행장로 18 (대정읍. 대정중학교),064-798-0700,064-798-0705,http://daejung.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,무릉중학교,본교,기존(원)교,공립,남여공학,63501 ,제주특별자치도 서귀포시 대정읍 서삼중로 106 . 무릉중학교 (대정읍. 무릉초등학교),064-793-5300,064-792-5303,http://murung.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,서귀포여자중학교,본교,기존(원)교,공립,여자,63583 ,제주특별자치도 서귀포시 일주동로 8820 (서홍동.서귀포여자중학교),064-730-8800,064-762-5711,http://seogwipo-g.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,서귀중앙여자중학교,본교,기존(원)교,공립,여자,63585 ,제주특별자치도 서귀포시 중앙로 120 (동홍동),064-730-5100,064-732-1106,http://sgja-g.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,서귀포중학교,본교,기존(원)교,공립,남자,63595 ,제주특별자치도 서귀포시 태평로 474 (서귀동. 서귀포중학교),064-730-7900,064-732-1132,http://seogwipo.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,서귀포대신중학교,본교,기존(원)교,공립,남여공학,63565 ,제주특별자치도 서귀포시 신중로13번길 15 . 서귀포대신중학교 (강정동),064-735-4600,064-735-4606,http://daesin.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,성산중학교,본교,기존(원)교,공립,남여공학,63641 ,제주특별자치도 서귀포시 성산읍 일주동로 4316 . 성산중학교 (성산읍),064-784-0663,064-782-1663,http://ss.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,신산중학교,본교,기존(원)교,공립,남여공학,63634 ,제주특별자치도 서귀포시 성산읍 일주동로 5104 (성산읍.신산중학교),064-780-2800,064-780-2888,http://sinsan.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,안덕중학교,본교,기존(원)교,공립,남여공학,63530 ,제주특별자치도 서귀포시 안덕면 화순로 74 (안덕면),064-735-7700,064-735-7736,http://andeok.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,위미중학교,본교,기존(원)교,공립,남여공학,63609 ,제주특별자치도 서귀포시 남원읍 위미상원북로 34 (남원읍),064-764-1122,064-764-6313,http://wimi.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,중문중학교,본교,기존(원)교,공립,남여공학,63546 ,제주특별자치도 서귀포시 천제연로232번길 10 (중문동),064-766-0100,064-766-0110,http://jungmun.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,표선중학교,본교,기존(원)교,공립,남여공학,63629 ,제주특별자치도 서귀포시 표선면 표선중앙로 31 (표선면. 표선중학교),064-787-0629,064-787-4688,http://pyoseon.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,효돈중학교,본교,기존(원)교,공립,남여공학,63606 ,제주특별자치도 서귀포시 효돈로 207 . 효돈중학교 (하효동),064-730-0201,064-730-0290,http://hyodon.jje.ms.kr
2019,중학교,,일반중학교,제주,서귀포시,서귀포시,남주중학교,본교,기존(원)교,사립,남자,63579 ,제주특별자치도 서귀포시 동홍로303번길 14 . 남주중학교 (동홍동),064-730-6100,064-730-6199,http://namju.jje.ms.kr
